sale_id,time_id,product_id,customer_id,salesperson_id,quantity,unit_price,discount,total_amount
15771,520,426,976,19,6,210.76,0.005,1258.24
15772,250,50,1541,10,7,2986.08,0.119,18415.16
15773,334,260,533,9,6,3831.41,0.069,21402.26
15774,908,154,1777,32,6,4659.46,0.12,24601.95
15775,710,268,2000,24,4,3535.03,0.074,13093.75
15776,784,298,264,30,6,2701.7,0.102,14556.76
15777,539,495,945,49,2,4260.31,0.172,7055.07
15778,728,307,997,47,9,2330.52,0.151,17807.5
15779,369,133,1236,8,3,1238.61,0.133,3221.62
15780,317,160,1974,15,8,1025.95,0.088,7485.33
15781,507,299,688,28,6,1128.87,0.06,6366.83
15782,784,475,404,29,8,1892.28,0.126,13230.82
15783,978,328,1998,12,8,3539.47,0.054,26786.71
15784,837,195,1895,49,10,1400.23,0.175,11551.9
15785,932,285,1202,45,6,833.57,0.057,4716.34
15786,949,416,1887,9,2,4713.95,0.025,9192.2
15787,715,299,713,16,9,1128.87,0.089,9255.61
15788,425,212,1722,12,5,1827.47,0.147,7794.16
15789,203,172,902,29,4,189.78,0.097,685.49
15790,586,411,331,4,8,3965.22,0.123,27819.98
15791,27,244,413,19,1,3283.73,0.099,2958.64
15792,800,137,1514,10,5,4674.18,0.175,19280.99
15793,943,80,50,9,6,4822.17,0.12,25461.06
15794,1084,206,1464,13,5,587.07,0.109,2615.4
15795,1071,492,1811,43,5,2352.76,0.114,10422.73
15796,620,175,1411,29,7,1548.21,0.092,9840.42
15797,166,337,733,10,5,1226.88,0.184,5005.67
15798,413,64,1081,36,2,4209.93,0.087,7687.33
15799,705,435,573,27,3,2064.11,0.039,5950.83
15800,340,500,121,24,10,3091.12,0.068,28809.24
15801,1053,99,262,41,7,960.15,0.132,5833.87
15802,564,371,339,50,8,237.12,0.023,1853.33
15803,170,222,1945,46,6,3743.19,0.073,20819.62
15804,869,216,251,24,4,4501.23,0.069,16762.58
15805,1041,299,1547,6,1,1128.87,0.186,918.9
15806,567,310,1739,37,8,3594.6,0.086,26283.72
15807,788,325,124,7,5,4249.38,0.125,18591.04
15808,747,281,523,18,1,1104.91,0.075,1022.04
15809,676,213,571,10,2,4744.88,0.156,8009.36
15810,687,313,659,2,3,2883.23,0.098,7802.02
15811,23,469,407,20,8,1421.37,0.079,10472.65
15812,836,351,1986,9,4,3966.74,0.161,13312.38
15813,503,469,1887,10,5,1421.37,0.163,5948.43
15814,798,447,729,29,2,1025.76,0.139,1766.36
15815,153,91,1690,36,4,303.78,0.055,1148.29
15816,447,363,670,20,8,933.9,0.181,6118.91
15817,684,48,72,38,1,772.68,0.011,764.18
15818,1092,63,1773,11,5,4353.89,0.192,17589.72
15819,942,110,1842,9,6,2221.22,0.111,11847.99
15820,207,288,84,43,5,2963.54,0.071,13765.64
15821,434,126,1741,19,10,295.25,0.193,2382.67
15822,48,364,394,43,6,3695.64,0.185,18071.68
15823,81,486,1963,34,3,1666.65,0.192,4039.96
15824,872,394,103,10,7,505.18,0.198,2836.08
15825,435,215,1467,20,4,4241.6,0.041,16270.78
15826,1069,442,1513,3,8,3291.73,0.14,22647.1
15827,759,194,281,7,7,973.72,0.083,6250.31
15828,459,389,722,39,1,1908.09,0.112,1694.38
15829,25,83,833,35,10,2000.97,0.071,18589.01
15830,949,384,624,48,1,4057.6,0.06,3814.14
15831,239,434,1547,28,10,4290.09,0.018,42128.68
15832,310,185,30,45,9,3914.11,0.083,32303.15
15833,85,476,377,49,1,4349.31,0.059,4092.7
15834,638,429,63,46,2,915.63,0.095,1657.29
15835,29,351,62,18,6,3966.74,0.182,19468.76
15836,199,384,735,8,8,4057.6,0.112,28825.19
15837,724,218,1449,33,3,1637.65,0.019,4819.6
15838,247,380,1778,40,10,579.29,0.091,5265.75
15839,365,242,710,9,4,3484.81,0.045,13311.97
15840,1025,395,749,43,9,3131.32,0.077,26011.88
15841,400,389,1189,21,1,1908.09,0.156,1610.43
15842,1047,2,118,9,10,2729.26,0.136,23580.81
15843,1064,256,425,49,4,2235.11,0.174,7384.8
15844,303,313,237,41,7,2883.23,0.007,20041.33
15845,246,230,887,17,10,2371.2,0.191,19183.01
15846,637,127,1338,40,9,2389.17,0.197,17266.53
15847,549,450,1888,25,9,2428.71,0.07,20328.3
15848,83,107,15,11,1,2686.07,0.196,2159.6
15849,90,170,1677,14,1,385.47,0.074,356.95
15850,255,157,233,44,9,3714.66,0.039,32128.09
15851,9,227,1850,35,2,3037.24,0.019,5959.06
15852,416,106,821,32,6,1250.8,0.168,6243.99
15853,446,53,138,6,3,4305.29,0.009,12799.63
15854,289,409,918,1,7,4542.97,0.057,29988.14
15855,942,219,1607,1,1,1485.32,0.122,1304.11
15856,603,6,160,37,4,3493.72,0.137,12060.32
15857,634,461,1478,37,4,4901.42,0.142,16821.67
15858,850,169,1810,46,10,2808.93,0.087,25645.53
15859,995,365,533,9,8,3625.68,0.117,25611.8
15860,736,245,58,31,3,4464.37,0.182,10955.56
15861,1060,302,1212,49,4,4748.56,0.109,16923.87
15862,375,406,1951,32,8,2953.05,0.104,21167.46
15863,921,21,950,39,2,4333.75,0.112,7696.74
15864,734,235,721,14,10,3367.25,0.042,32258.25
15865,963,272,115,18,5,1953.49,0.057,9210.71
15866,158,235,166,44,8,3367.25,0.104,24136.45
15867,479,306,1330,36,7,2824.21,0.155,16705.2
15868,402,126,892,1,7,295.25,0.081,1899.34
15869,708,294,602,19,5,3808.54,0.176,15691.18
15870,659,126,1984,34,3,295.25,0.148,754.66
15871,51,343,806,43,9,1708.29,0.047,14652.0
15872,197,447,60,41,9,1025.76,0.14,7939.38
15873,798,155,1863,9,3,4695.26,0.059,13254.72
15874,905,23,1338,10,7,4172.21,0.087,26664.59
15875,271,332,1014,27,8,3875.46,0.056,29267.47
15876,356,382,206,24,7,2889.34,0.061,18991.63
15877,792,419,1000,31,1,4448.22,0.052,4216.91
15878,163,4,930,34,9,4049.06,0.039,35020.32
15879,555,351,390,35,3,3966.74,0.152,10091.39
15880,115,466,1321,34,10,3865.65,0.164,32316.83
15881,144,187,1497,20,7,4055.64,0.048,27026.78
15882,1051,431,1672,13,10,4845.59,0.157,40848.32
15883,385,298,1447,30,6,2701.7,0.104,14524.34
15884,898,446,560,29,9,3130.79,0.095,25500.28
15885,539,148,1708,39,5,4397.56,0.055,20778.47
15886,358,41,1079,12,10,706.76,0.034,6827.3
15887,501,134,82,33,7,208.31,0.105,1305.06
15888,240,291,1292,50,2,916.83,0.061,1721.81
15889,760,292,1616,46,5,1901.73,0.077,8776.48
15890,627,230,941,19,10,2371.2,0.043,22692.38
15891,566,364,1789,33,10,3695.64,0.123,32410.76
15892,120,310,1476,17,6,3594.6,0.05,20489.22
15893,628,336,670,43,6,1401.85,0.066,7855.97
15894,380,387,1631,19,7,3035.53,0.081,19527.56
15895,168,134,176,36,3,208.31,0.039,600.56
15896,1055,61,1342,25,5,4859.72,0.002,24250.0
15897,444,172,779,49,3,189.78,0.125,498.17
15898,56,343,1668,23,10,1708.29,0.152,14486.3
15899,87,41,1031,32,9,706.76,0.188,5165.0
15900,397,372,1986,31,7,2771.26,0.054,18351.28
15901,251,380,1797,19,10,579.29,0.078,5341.05
15902,97,263,464,23,7,3570.59,0.134,21644.92
15903,954,138,513,45,9,3351.93,0.013,29775.19
15904,627,118,1654,11,2,1333.36,0.132,2314.71
15905,777,426,133,48,9,210.76,0.036,1828.55
15906,103,24,1209,7,3,1857.2,0.115,4930.87
15907,156,196,128,6,3,4834.78,0.049,13793.63
15908,371,341,1496,26,3,917.38,0.053,2606.28
15909,492,27,917,25,9,366.3,0.098,2973.62
15910,1031,293,1646,40,3,2278.95,0.181,5599.38
15911,751,228,1027,48,4,2330.29,0.094,8444.97
15912,936,165,1890,33,4,27.69,0.097,100.02
15913,635,175,1714,24,9,1548.21,0.155,11774.14
15914,157,493,1679,7,1,1699.42,0.196,1366.33
15915,390,492,1476,50,2,2352.76,0.041,4512.59
15916,314,197,1052,34,7,1762.22,0.098,11126.66
15917,1018,268,253,25,5,3535.03,0.141,15182.95
15918,552,166,264,1,9,3189.2,0.193,23163.16
15919,416,62,1559,10,8,2543.33,0.1,18311.98
15920,1035,205,1539,21,1,3034.98,0.186,2470.47
15921,1090,396,1591,40,6,3305.54,0.066,18524.25
15922,438,143,118,29,7,56.48,0.137,341.2
15923,743,482,1365,12,6,3964.04,0.135,20573.37
15924,662,441,705,8,8,4325.9,0.133,30004.44
15925,456,75,59,40,6,4081.96,0.165,20450.62
15926,420,169,47,16,8,2808.93,0.1,20224.3
15927,503,62,65,27,9,2543.33,0.135,19799.82
15928,474,141,1296,42,1,1506.99,0.177,1240.25
15929,933,146,356,19,6,2534.36,0.013,15008.48
15930,859,210,803,35,3,3437.42,0.183,8425.12
15931,650,429,1135,38,8,915.63,0.13,6372.78
15932,320,318,1655,33,5,3864.68,0.128,16850.0
15933,555,268,438,17,10,3535.03,0.053,33476.73
15934,186,65,692,21,7,3048.76,0.183,17435.86
15935,414,313,968,30,3,2883.23,0.093,7845.27
15936,363,239,797,34,6,4250.19,0.082,23410.05
15937,47,301,859,34,5,210.89,0.192,852.0
15938,401,334,1087,49,6,2966.45,0.039,17104.55
15939,647,118,1733,35,5,1333.36,0.16,5600.11
15940,1008,427,466,40,3,2357.8,0.008,7016.81
15941,5,107,118,47,5,2686.07,0.03,13027.44
15942,278,10,420,42,9,492.61,0.086,4052.21
15943,1066,189,1406,4,5,549.4,0.091,2497.02
15944,362,371,547,41,2,237.12,0.173,392.2
15945,805,259,1781,18,3,4200.92,0.01,12476.73
15946,152,334,1154,27,6,2966.45,0.017,17496.12
15947,276,247,824,43,10,887.67,0.019,8708.04
15948,71,11,1131,46,9,3022.59,0.07,25299.08
15949,275,245,632,15,1,4464.37,0.161,3745.61
15950,299,481,644,33,7,1936.53,0.075,12539.03
15951,979,407,832,21,2,2131.44,0.047,4062.52
15952,337,387,1666,50,6,3035.53,0.176,15007.66
15953,82,191,382,17,9,1005.87,0.064,8473.45
15954,751,35,651,7,9,1346.03,0.018,11896.21
15955,885,313,1838,46,5,2883.23,0.198,11561.75
15956,749,191,927,1,3,1005.87,0.167,2513.67
15957,1048,284,1281,49,10,3992.73,0.1,35934.57
15958,983,496,503,45,8,4298.12,0.18,28195.67
15959,16,173,518,6,7,2916.72,0.142,17517.82
15960,25,212,1387,6,4,1827.47,0.037,7039.41
15961,620,437,1853,35,8,4069.69,0.134,28194.81
15962,487,373,1977,14,1,4721.01,0.156,3984.53
15963,435,346,979,3,3,4740.83,0.041,13639.37
15964,602,339,1557,17,9,1901.16,0.019,16785.34
15965,746,362,1288,23,7,2683.96,0.008,18637.42
15966,67,95,1486,36,9,1079.04,0.123,8516.86
15967,433,416,1860,43,2,4713.95,0.147,8042.0
15968,795,367,1327,28,8,4164.82,0.009,33018.69
15969,1052,77,12,27,6,3302.16,0.03,19218.57
15970,250,350,297,9,10,3562.09,0.016,35050.97
15971,404,193,256,40,5,1122.39,0.07,5219.11
15972,899,319,1048,47,5,3006.05,0.116,13286.74
15973,450,225,120,35,7,1526.34,0.072,9915.1
15974,229,141,482,47,10,1506.99,0.004,15009.62
15975,735,408,362,4,3,1131.8,0.095,3072.84
15976,752,298,363,39,3,2701.7,0.07,7537.74
15977,102,309,130,38,10,3033.4,0.086,27725.28
15978,807,363,1665,47,2,933.9,0.16,1568.95
15979,672,133,1168,9,4,1238.61,0.063,4642.31
15980,291,227,525,16,9,3037.24,0.164,22852.19
15981,264,372,521,48,1,2771.26,0.062,2599.44
15982,304,456,161,7,1,2312.62,0.126,2021.23
15983,186,469,835,45,8,1421.37,0.146,9710.8
15984,8,451,366,31,6,4866.0,0.025,28466.1
15985,467,276,1005,45,1,4714.28,0.086,4308.85
15986,493,346,604,11,1,4740.83,0.119,4176.67
15987,215,87,293,33,3,329.49,0.179,811.53
15988,934,22,11,40,3,1397.09,0.022,4099.06
15989,795,195,1551,49,9,1400.23,0.118,11115.03
15990,444,234,1115,4,5,476.0,0.068,2218.16
15991,722,280,894,32,4,4490.08,0.165,14996.87
15992,638,484,2000,44,2,4824.47,0.057,9098.95
15993,496,252,771,23,8,2981.31,0.048,22705.66
15994,717,493,204,3,3,1699.42,0.009,5052.38
15995,712,366,68,9,4,2987.99,0.017,11748.78
15996,141,207,795,4,3,958.49,0.089,2619.55
15997,697,451,592,49,4,4866.0,0.16,16349.76
15998,1013,448,458,18,3,663.76,0.083,1826.0
15999,200,324,1464,14,7,3241.24,0.07,21100.47
16000,272,203,867,8,1,2178.47,0.035,2102.22
16001,242,386,1217,48,4,601.07,0.08,2211.94
16002,346,269,1265,13,7,2080.19,0.194,11736.43
16003,601,63,555,6,6,4353.89,0.102,23458.76
16004,137,323,1617,27,7,1859.15,0.153,11022.9
16005,916,136,74,44,5,2830.48,0.091,12864.53
16006,961,156,1522,10,6,1329.68,0.068,7435.57
16007,700,273,1667,15,7,4730.85,0.091,30102.4
16008,624,25,1004,31,3,3354.17,0.179,8261.32
16009,773,228,445,22,4,2330.29,0.081,8566.15
16010,1089,440,1018,12,8,588.45,0.149,4006.17
16011,358,80,1144,3,3,4822.17,0.091,13150.06
16012,460,158,1257,29,6,1369.02,0.023,8025.2
16013,269,41,328,27,1,706.76,0.178,580.96
16014,952,400,1859,36,6,2973.12,0.181,14609.91
16015,554,356,946,10,7,1725.35,0.11,10748.93
16016,91,410,1670,18,1,366.34,0.085,335.2
16017,416,370,543,25,1,2675.33,0.064,2504.11
16018,622,499,1769,39,2,4363.19,0.155,7373.79
16019,451,2,776,31,3,2729.26,0.017,8048.59
16020,138,435,407,27,9,2064.11,0.018,18242.6
16021,271,448,781,26,7,663.76,0.091,4223.5
16022,138,110,1128,17,10,2221.22,0.041,21301.5
16023,203,121,401,38,3,3312.74,0.194,8010.21
16024,216,77,20,12,6,3302.16,0.16,16642.89
16025,1081,230,734,24,4,2371.2,0.115,8394.05
16026,221,404,1150,45,4,3440.05,0.152,11668.65
16027,660,364,1493,31,4,3695.64,0.003,14738.21
16028,193,449,561,37,6,2196.2,0.055,12452.45
16029,426,307,1979,35,5,2330.52,0.147,9939.67
16030,735,256,1573,13,6,2235.11,0.194,10808.99
16031,582,450,915,15,7,2428.71,0.066,15878.91
16032,766,10,572,36,1,492.61,0.179,404.43
16033,129,87,1724,3,10,329.49,0.059,3100.5
16034,714,141,561,30,3,1506.99,0.172,3743.36
16035,394,125,795,29,9,314.18,0.045,2700.38
16036,569,364,782,8,3,3695.64,0.054,10488.23
16037,163,43,895,35,7,3737.6,0.137,22578.84
16038,23,125,1696,48,7,314.18,0.15,1869.37
16039,558,429,1,49,6,915.63,0.126,4801.56
16040,380,199,567,31,6,1662.44,0.148,8498.39
16041,467,1,616,50,10,3582.94,0.005,35650.25
16042,38,280,971,50,1,4490.08,0.061,4216.19
16043,627,351,1679,31,2,3966.74,0.065,7417.8
16044,408,310,1434,42,5,3594.6,0.109,16013.94
16045,765,135,1091,41,1,2101.93,0.156,1774.03
16046,651,448,509,11,2,663.76,0.01,1314.24
16047,883,449,1239,31,4,2196.2,0.038,8450.98
16048,821,68,1763,48,7,4593.28,0.155,27169.25
16049,972,313,875,45,4,2883.23,0.045,11013.94
16050,961,28,1899,46,7,863.98,0.041,5799.9
16051,739,252,1450,28,4,2981.31,0.001,11913.31
16052,634,258,326,13,8,2255.85,0.142,15484.15
16053,786,198,1864,6,6,2004.4,0.14,10342.7
16054,508,237,1886,18,4,131.88,0.093,478.46
16055,460,371,377,39,1,237.12,0.001,236.88
16056,237,394,1314,37,9,505.18,0.18,3728.23
16057,261,43,207,36,2,3737.6,0.081,6869.71
16058,27,439,1549,34,5,1579.44,0.047,7526.03
16059,992,220,407,44,8,967.28,0.007,7684.07
16060,21,121,1569,20,3,3312.74,0.019,9749.39
16061,1040,417,54,16,8,2704.51,0.002,21592.81
16062,349,349,1262,42,5,3456.14,0.088,15760.0
16063,289,166,1585,38,2,3189.2,0.164,5332.34
16064,954,400,1323,27,6,2973.12,0.141,15323.46
16065,62,461,1931,5,10,4901.42,0.034,47347.72
16066,241,285,1538,32,4,833.57,0.173,2757.45
16067,398,259,1969,35,10,4200.92,0.149,35749.83
16068,1028,54,381,46,2,3404.61,0.09,6196.39
16069,874,468,1832,35,9,1343.19,0.075,11182.06
16070,551,277,860,23,9,3769.84,0.022,33182.13
16071,876,18,36,50,7,357.08,0.121,2197.11
16072,147,285,96,45,6,833.57,0.007,4966.41
16073,526,14,434,39,10,403.21,0.019,3955.49
16074,1083,392,1956,2,4,2847.46,0.194,9180.21
16075,390,61,1126,20,10,4859.72,0.048,46264.53
16076,658,414,805,17,2,630.52,0.196,1013.88
16077,1080,439,470,41,6,1579.44,0.144,8112.0
16078,613,157,725,35,10,3714.66,0.017,36515.11
16079,1043,125,1778,12,7,314.18,0.121,1933.15
16080,723,133,174,44,9,1238.61,0.038,10723.89
16081,12,96,91,46,2,3619.53,0.098,6529.63
16082,688,379,787,48,4,1269.87,0.199,4068.66
16083,696,426,1698,8,7,210.76,0.058,1389.75
16084,162,499,18,5,8,4363.19,0.006,34696.09
16085,446,52,880,32,10,2650.28,0.143,22712.9
16086,55,428,1534,13,5,2216.72,0.145,9476.48
16087,682,402,1579,1,1,3537.71,0.077,3265.31
16088,744,302,1893,14,5,4748.56,0.186,19326.64
16089,836,471,466,13,6,4994.52,0.166,24992.58
16090,747,215,347,23,6,4241.6,0.114,22548.35
16091,580,198,1950,14,6,2004.4,0.093,10907.94
16092,463,383,1503,44,8,277.51,0.17,1842.67
16093,164,461,1427,24,7,4901.42,0.173,28374.32
16094,500,375,1817,41,1,521.91,0.115,461.89
16095,218,245,1895,7,7,4464.37,0.036,30125.57
16096,907,392,154,11,1,2847.46,0.094,2579.8
16097,534,378,479,11,6,929.97,0.085,5105.54
16098,802,112,1059,36,3,4996.42,0.09,13640.23
16099,913,395,1735,20,10,3131.32,0.132,27179.86
16100,913,159,1860,36,3,1061.04,0.082,2922.1
16101,403,243,997,25,3,2004.27,0.196,4834.3
16102,639,215,1551,1,7,4241.6,0.158,24999.99
16103,887,116,1671,21,2,4513.19,0.024,8809.75
16104,599,319,1928,38,7,3006.05,0.103,18874.99
16105,9,127,1117,18,1,2389.17,0.148,2035.57
16106,996,331,578,44,1,3083.4,0.198,2472.89
16107,258,210,1760,44,4,3437.42,0.087,12553.46
16108,507,400,367,28,1,2973.12,0.118,2622.29
16109,403,255,1684,45,2,4154.54,0.118,7328.61
16110,722,47,355,14,10,3781.35,0.001,37775.69
16111,824,91,716,29,9,303.78,0.013,2698.48
16112,121,154,1420,3,8,4659.46,0.01,36902.92
16113,440,226,687,6,4,2155.14,0.199,6905.07
16114,529,381,1478,48,8,2009.53,0.138,13857.72
16115,357,323,1865,38,3,1859.15,0.105,4991.82
16116,673,318,861,24,6,3864.68,0.186,18875.1
16117,963,183,699,28,9,4408.27,0.092,36024.38
16118,506,123,1001,29,8,1096.33,0.17,7279.63
16119,854,103,1523,21,1,3370.09,0.017,3312.8
16120,713,215,1258,6,10,4241.6,0.093,38471.31
16121,178,321,370,2,7,3915.35,0.101,24639.3
16122,692,105,1198,42,2,3643.79,0.021,7134.54
16123,93,345,1392,29,6,2783.4,0.085,15280.87
16124,112,139,1246,48,10,1201.04,0.182,9824.51
16125,894,245,134,18,5,4464.37,0.087,20379.85
16126,723,2,1550,29,8,2729.26,0.09,19869.01
16127,474,115,724,24,6,2411.98,0.192,11693.28
16128,411,174,194,19,6,2154.64,0.078,11919.47
16129,327,427,1324,24,10,2357.8,0.137,20347.81
16130,377,362,1952,44,10,2683.96,0.163,22464.75
16131,3,308,305,8,3,3836.82,0.007,11429.89
16132,614,286,480,33,2,4598.51,0.194,7412.8
16133,315,466,1281,36,6,3865.65,0.08,21338.39
16134,71,407,385,20,10,2131.44,0.187,17328.61
16135,196,184,1458,12,8,905.01,0.159,6088.91
16136,390,233,156,48,9,3168.37,0.156,24066.94
16137,644,478,70,41,10,1175.48,0.035,11343.38
16138,210,475,307,2,1,1892.28,0.01,1873.36
16139,1061,453,465,40,6,800.31,0.021,4701.02
16140,77,321,2,23,8,3915.35,0.149,26655.7
16141,559,364,795,44,9,3695.64,0.083,30500.12
16142,34,43,688,20,8,3737.6,0.038,28764.57
16143,380,147,1634,4,9,4666.96,0.024,40994.58
16144,296,65,1730,44,3,3048.76,0.146,7810.92
16145,653,352,269,5,8,1478.24,0.145,10111.16
16146,302,277,658,41,5,3769.84,0.102,16926.58
16147,624,186,1669,5,5,4013.15,0.1,18059.18
16148,133,163,140,36,10,470.57,0.048,4479.83
16149,3,392,1275,7,10,2847.46,0.186,23178.32
16150,1003,469,895,34,6,1421.37,0.131,7411.02
16151,1072,108,1352,15,5,2115.19,0.043,10121.18
16152,475,497,870,29,4,4771.16,0.075,17653.29
16153,855,440,961,16,10,588.45,0.116,5201.9
16154,972,271,595,36,8,320.71,0.15,2180.83
16155,876,398,179,36,3,384.57,0.07,1072.95
16156,635,464,1718,20,1,2546.12,0.168,2118.37
16157,726,228,992,22,10,2330.29,0.04,22370.78
16158,710,337,1347,9,7,1226.88,0.178,7059.47
16159,379,47,875,28,7,3781.35,0.128,23081.36
16160,1036,338,1728,36,2,2853.55,0.03,5535.89
16161,613,359,1891,49,8,1540.05,0.022,12049.35
16162,197,25,136,40,2,3354.17,0.114,5943.59
16163,901,168,1920,45,10,2762.89,0.115,24451.58
16164,867,175,1428,26,4,1548.21,0.074,5734.57
16165,291,169,356,5,1,2808.93,0.043,2688.15
16166,29,323,1041,6,2,1859.15,0.049,3536.1
16167,247,240,723,5,9,2282.53,0.096,18570.66
16168,143,181,827,47,4,781.22,0.008,3099.88
16169,54,153,1399,49,7,4087.35,0.106,25578.64
16170,473,478,1423,25,9,1175.48,0.16,8886.63
16171,282,298,383,43,8,2701.7,0.075,19992.58
16172,1056,166,908,43,4,3189.2,0.066,11914.85
16173,107,399,1500,16,6,2048.5,0.036,11848.52
16174,1045,412,974,23,3,3747.3,0.011,11118.24
16175,196,236,1163,1,10,4034.75,0.135,34900.59
16176,15,114,701,4,9,839.89,0.191,6115.24
16177,125,23,667,42,5,4172.21,0.096,18858.39
16178,68,482,604,5,2,3964.04,0.023,7745.73
16179,104,92,775,41,9,4528.05,0.032,39448.37
16180,454,313,123,44,10,2883.23,0.171,23901.98
16181,977,214,18,11,10,3119.55,0.039,29978.88
16182,613,88,1050,23,6,2945.66,0.024,17249.78
16183,570,416,1368,23,4,4713.95,0.114,16706.24
16184,557,237,692,12,3,131.88,0.16,332.34
16185,288,71,1190,4,3,4394.82,0.116,11655.06
16186,784,264,225,15,2,1365.86,0.088,2491.33
16187,22,336,1607,41,8,1401.85,0.102,10070.89
16188,163,182,1548,46,6,4324.38,0.181,21250.0
16189,586,421,1772,13,1,139.07,0.159,116.96
16190,447,198,1217,20,10,2004.4,0.13,17438.28
16191,25,30,1912,5,8,1903.48,0.075,14085.75
16192,1095,252,1780,14,1,2981.31,0.063,2793.49
16193,985,74,757,22,8,437.41,0.139,3012.88
16194,949,316,706,22,8,3456.17,0.145,23640.2
16195,1089,500,1935,31,10,3091.12,0.016,30416.62
16196,115,440,319,1,5,588.45,0.041,2821.62
16197,702,198,903,30,3,2004.4,0.134,5207.43
16198,900,37,1157,9,4,4383.07,0.06,16480.34
16199,384,264,938,8,6,1365.86,0.041,7859.16
16200,93,7,521,9,4,1396.58,0.101,5022.1
16201,822,363,836,46,2,933.9,0.014,1841.65
16202,507,196,286,7,6,4834.78,0.099,26136.82
16203,865,20,404,37,1,4926.26,0.171,4083.87
16204,1055,461,785,49,3,4901.42,0.18,12057.49
16205,703,59,1678,45,8,26.19,0.032,202.82
16206,60,330,1998,43,10,4827.71,0.054,45670.14
16207,351,137,110,42,1,4674.18,0.147,3987.08
16208,868,314,966,35,4,1989.31,0.076,7352.49
16209,48,17,399,8,6,2890.99,0.09,15784.81
16210,829,449,458,47,6,2196.2,0.198,10568.11
16211,1054,388,559,21,3,1136.18,0.176,2808.64
16212,949,13,283,41,5,632.88,0.039,3040.99
16213,113,222,156,47,10,3743.19,0.02,36683.26
16214,69,416,219,13,9,4713.95,0.076,39201.21
16215,684,396,685,36,8,3305.54,0.195,21287.68
16216,313,264,647,36,9,1365.86,0.107,10977.42
16217,422,322,305,35,6,2668.4,0.003,15962.37
16218,254,321,1253,45,10,3915.35,0.152,33202.17
16219,544,305,465,13,4,2373.07,0.155,8020.98
16220,924,230,117,40,10,2371.2,0.129,20653.15
16221,265,224,1457,20,5,2036.32,0.053,9641.98
16222,59,421,369,44,2,139.07,0.012,274.8
16223,810,284,1364,29,2,3992.73,0.003,7961.5
16224,529,300,178,36,3,3908.35,0.172,9708.34
16225,676,445,1402,16,10,3116.94,0.095,28208.31
16226,732,288,1901,7,10,2963.54,0.039,28479.62
16227,747,70,1553,40,5,568.22,0.168,2363.8
16228,486,166,1918,7,3,3189.2,0.023,9347.55
16229,784,38,1619,24,1,1071.01,0.021,1048.52
16230,873,214,1233,34,9,3119.55,0.16,23583.8
16231,592,378,1651,11,9,929.97,0.109,7457.43
16232,520,423,1236,49,10,2939.74,0.083,26957.42
16233,336,431,51,27,10,4845.59,0.128,42253.54
16234,515,284,192,37,4,3992.73,0.192,12904.5
16235,614,410,822,12,10,366.34,0.049,3483.89
16236,459,231,1239,35,8,856.76,0.194,5524.39
16237,866,278,1850,11,6,2695.72,0.042,15495.0
16238,781,150,11,41,5,4170.39,0.159,17536.49
16239,777,102,241,45,2,4320.55,0.02,8468.28
16240,131,31,64,4,6,3443.93,0.143,17708.69
16241,207,360,1283,32,1,612.07,0.171,507.41
16242,1003,109,799,32,5,2318.51,0.092,10526.04
16243,869,382,1803,40,7,2889.34,0.011,20002.9
16244,340,30,98,9,2,1903.48,0.174,3144.55
16245,576,233,57,19,7,3168.37,0.057,20914.41
16246,105,286,1682,15,3,4598.51,0.077,12733.27
16247,601,430,1069,24,5,2185.07,0.166,9111.74
16248,470,344,819,45,6,3508.91,0.182,17221.73
16249,796,490,1011,1,5,2055.79,0.083,9425.8
16250,882,242,1466,3,3,3484.81,0.001,10443.98
16251,422,187,1219,23,3,4055.64,0.192,9830.87
16252,130,403,1290,31,4,4299.44,0.068,16028.31
16253,581,126,1450,21,5,295.25,0.159,1241.53
16254,556,257,412,3,10,3720.84,0.142,31924.81
16255,27,225,515,31,3,1526.34,0.029,4446.23
16256,961,389,1141,44,4,1908.09,0.114,6762.27
16257,1093,247,522,28,1,887.67,0.098,800.68
16258,724,290,12,50,2,2148.78,0.15,3652.93
16259,522,96,1202,42,4,3619.53,0.133,12552.53
16260,836,457,384,25,4,3242.07,0.055,12255.02
16261,499,473,1153,33,7,2697.52,0.183,15427.12
16262,40,127,555,39,10,2389.17,0.185,19471.74
16263,649,463,1772,45,5,1924.09,0.094,8716.13
16264,395,293,945,15,1,2278.95,0.144,1950.78
16265,493,269,827,9,1,2080.19,0.083,1907.53
16266,703,112,1823,32,4,4996.42,0.185,16288.33
16267,385,479,1211,41,9,227.8,0.171,1699.62
16268,32,88,1169,42,2,2945.66,0.01,5832.41
16269,741,197,834,43,10,1762.22,0.199,14115.38
16270,188,317,1623,23,6,1221.82,0.022,7169.64
16271,69,424,1894,40,4,4997.87,0.067,18652.05
16272,540,26,1262,10,2,4683.91,0.052,8880.69
16273,118,140,1295,36,2,663.08,0.148,1129.89
16274,706,289,1400,8,1,145.24,0.183,118.66
16275,339,482,1556,16,3,3964.04,0.058,11202.38
16276,32,390,1925,17,2,1493.79,0.098,2694.8
16277,676,258,665,11,7,2255.85,0.013,15585.67
16278,704,177,1027,42,9,3413.51,0.008,30475.82
16279,554,327,58,37,10,3181.57,0.067,29684.05
16280,444,274,1977,37,5,4285.09,0.133,18575.87
